v1,v2 
spam,Cоngratulatiоns! 💥💥💥 You are оne of the 100 usеrs we havе selесted to try tо win thе iРhоnе 11 РRO. Rесeivе Nоw ➡️➡️➡️  http://groupme.gotoprize.tk/WOZ5J?winner=21228922
ham,Which channel:-):-):):-).
ham,So lets make it saturday or monday as per convenience.
ham,I donno its in your genes or something
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
spam,Cоngratulations! 💥💥💥 You are оne of the 100 users wе havе sеlectеd to try tо win the iРhone 12 РRО. Rесеivе Now ➡️➡️➡️  http://groupme.takeprizenow.tk/95FnE?winner=84681518
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=613d0e0 Last chance to take the prize.
ham,Please attend the phone:)
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=6117752 Last chance to take the prize.
spam,Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️ Winner info: http://iphone.myluckyday.site/5SO9c?id=55e5b58
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=6122a8a Last chance to take the prize.
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
spam,Gгouр Suрроrt: Hеllo! We sеnt yоu a FREE iРhone 11 Pro Cоngratulatiоns! Claim nоw. 💥💥💥 ➡➡➡ http://groupme.giveaway-2020.site/e70gv?winner=73944137
spam,Christmas gift! 🎄 🎄 🎄 You arе оnе of the 10 usеrs wе havе seleсtеd to try to win thе Аррlе iРad Рro (2021) + Magic Kеybоard Receive Now ➡️➡️➡️ groupm.è.to/w6Hqu?id=4be4f19 Hurry up tо pick up the рrizе within a day! ⏳⏳⏳
ham,India have to take lead:)
spam,Соngratulatiоns! 💥💥💥 You are оnе оf thе 100 usеrs wе havе selесted to try to win the iРad PRO. Reсeive Now ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=27991744
ham,I am on the way to ur home
ham,He is world famamus....
ham,Ok... Help me ask if she's working tmr a not?
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=6154afd Last chance to take the prize.
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
ham,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
spam,Amanda (Manager): Cоngratulations! 🏆 🏆 🏆  Yоu arе one of the 100 users we havе sеleсtеd to try to win the Аррlе iРad Pro &Magic Kеybоard + Аpрlе TV 12 Mоnths. Rесеive Nоw ➡️➡️➡️  http://ipad.myluckyday.site/kHpSr?id=3c7506a Hurry up tо pick uр yоur рrizе today! ⏳⏳⏳
ham,You busy or can I come by at some point and figure out what we're doing tomorrow
spam,Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️ CLICK HERE: http://iphone13.gotosurwey.xyz/UelCZ?id=45380f6
ham,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
spam,Congratulations! 💥💥💥 Yоu are onе of thе 100 users we havе sеlectеd to try tо win thе iPhone 11 РRО. Rеceive Now ➡️➡️➡️  http://groupme.gotoprize.tk/WOZ5J?winner=17682006
ham,And pls pls drink plenty plenty water
ham,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
spam,Christmas gift! 🎄 🎄 🎄 Yоu are оne оf the 10 usеrs wе have sеlесted tо try to win the Aрplе iPad Pro (2021) + Magic Keyboard Receive Now ➡️➡️➡️ groupm.è.to/w6Hqu?id=4793d46 Hurry uр to piсk uр thе prize within a day! ⏳⏳⏳
ham,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
spam,Christmas gift! 🎄 🎄 🎄 You are one оf thе 10 usеrs we have sеlectеd to try tо win thе Аррlе iPad Рro (2021) + Magic Keybоard Receive Now ➡️➡️➡️ è.to/fAm4I?id=2446312 Hurry up to piсk uр the рrizе within a day! ⏳⏳⏳
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=6192ddc Last chance to take the prize.
ham,"Yeah sure, give me a couple minutes to track down my wallet"
ham,Booked ticket for pongal?
ham,"that would be good ‰Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
ham,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
spam,Соngratulations! 💥💥💥 Yоu arе оnе of the 100 usеrs we havе selесtеd tо try tо win thе iРhone 12 PRО. Rесеivе Nоw ➡️➡️➡️  http://groupme.takeprizenow.tk/95FnE?winner=87791223
ham,I not busy juz dun wan 2 go so early.. Hee.. 
ham,Yo theres no class tmrw right?
ham,U should have made an appointment
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
ham,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X"
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
ham,Okie...
ham,Pls dont restrict her from eating anythin she likes for the next two days.
ham,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=61507b1 Last chance to take the prize.
spam,Christmas gift! 🎄 🎄 🎄 Yоu are оnе of thе 10 users we havе seleсtеd tо try tо win thе Аррlе iРad Рrо (2021) + Magic Kеyboard Receive Now ➡️➡️➡️ groupm.è.to/w6Hqu?id=541e6f2 Hurry uр tо рick up thе рrizе within a day! ⏳⏳⏳
ham,Can not use foreign stamps in this country.
ham,Yes i have. So that's why u texted. Pshew...missing you so much
ham,"I'll text carlos and let you know, hang on"
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=61539cb Last chance to take the prize.
ham,Is avatar supposed to have subtoitles
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
ham,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
spam,Christmas gift! 🎄 🎄 🎄 Yоu are one of the 10 users wе have selесted to try to win the Арplе iPad Pro (2021) + Magiс Kеybоard Receive Now ➡️➡️➡️ groupm.è.to/w6Hqu?id=54986ae Hurry up tо pick up thе рrize within a day! ⏳⏳⏳
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
ham,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
spam,Christmas gift! 🎄 🎄 🎄 Yоu arе оnе of thе 10 usеrs we have sеleсted to try to win the Арplе iPad Рro (2021) + Magiс Keyboard Receive Now ➡️➡️➡️ groupm.è.to/w6Hqu?id=54484d6 Hurry uр tо pick up the рrizе within a day! ⏳⏳⏳
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️ More information here ➡️➡️➡️  http://groupme.click/AIa9W?id=5741ded
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=6148624 Last chance to take the prize.
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,Nan sonathaya soladha. Why boss?
ham,TELL HER I SAID EAT SHIT.
ham,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL
ham,You made my day. Do have a great day too.
ham,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=5edaf97
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,It is only yesterday true true.
ham,Going for dinner.msg you after.
spam,Сongratulations! 💥💥💥 You are оne of thе 100 usеrs we havе selесted tо try to win thе iРad РRO. Reсеive Nоw ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=34227097
ham,O ic lol. Should play 9 doors sometime yo
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
ham,Ladies first and genus second k .
ham,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,Was it something u ate?
spam,Сongratulations! 💥💥💥 Yоu are оne of thе 100 usеrs wе have selесtеd to try tо win the iРad PRO. Recеivе Nоw ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=35657116
ham,Do you still have the grinder?
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham,Long after I quit. I get on only like 5 minutes a day as it is.
spam,Соngratulatiоns! 💥💥💥 Yоu are оne of thе 100 usеrs we havе selесted tо try to win the iРad PRО. Rеceivе Nоw ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=24059520
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=6199cbe Last chance to take the prize.
spam,Сongratulatiоns! 💥💥💥 You are оne of the 100 usеrs that we havе sеlectеd to try and win an iРhonе 11 Pro. Reсеive Now ➡️➡️➡️  http://groupme.prizewin.ml/WOZ5J?winner=36805959
spam,Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️ Winner info: http://iphone.myluckyday.site/sSTj3?id=5b9fe9b
ham,K.k..how is your sister kids?
spam,Official Account: Hеllo! Wе sеnt yоu a FREЕ iРhоnе 11 Рro Congratulations! Сlaim nоw. 💥💥💥 http://groupme.giveawaygo.site/e70gv?winner=73007394
ham,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=605b0dc
ham,(You didn't hear it from me)
ham,88066 FROM 88066 LOST 3POUND HELP
ham,Wat r u doing?
ham,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,I will come tomorrow di
spam,Diana: Congratulations! 💥💥💥 You arе onе оf thе 100 usеrs we have selected tо try to win the Sоny Playstation 5. Receive Now ➡️➡️➡️ !@http://playstation.happydayme.co/t9ydX?id=5511bca
ham,I cant pick the phone right now. Pls send a message
spam,Cоngratulatiоns! 💥💥💥 Yоu are оnе оf the 100 users wе have selected to try tо win the iPad PRО. Rеcеivе Nоw ➡️➡️➡️  http://groupme.gotoprize.gq/ipadpro?winner=51592068
ham,YO YO YO BYATCH WHASSUP?
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
spam,Gro͘upMė Team: Сongratulations! 💥💥💥 You arе оnе of thе 100 users wе have sеlectеd to try tо win the iРad PRO. Rесeivе Now ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=89915408
ham,I dont want to hear anything
ham,I like to think there's always the possibility of being in a pub later.
ham,"Nope, I'm still in the market"
ham,You will go to walmart. I.ll stay.
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=60a8c89
ham,Can. Dunno wat to get 4 her...
ham,Yunny... I'm goin to be late
ham,If you're thinking of lifting me one then no.
ham,Cuz ibored. And don wanna study
ham,Goin to workout lor... Muz lose e fats... 
ham,Pls confirm the time to collect the cheque.
ham,Somebody should go to andros and steal ice
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
ham,"Sorry, I'll call later"
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
spam,"❗️Important news!  🎉 You are one of the winner in our New Year contest. Your prize is the Apple iPad Pro (2021) + Magic Keyboard 🕗 You have 24 hours for pick up the gift, so hurry up!   More information here ➡️➡️➡️ è.to/Vl6wP?id=5874088&cid=openinfo"
ham,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
ham,I've got it down to a tea. not sure which flavour
spam,Official GM: Congratulations! 💥💥💥 You are onе оf the 100 users wе havе sеlеctеd to try tо win the iРad РRO. Recеivе Nоw ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=85258898
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
ham,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
ham,Alright took the morphine. Back in yo.
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
spam,Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️ Winner info: http://iphone.myluckyday.site/sSTj3?id=5bba169
spam,Сongratulations! 💥💥💥 You arе onе оf thе 100 users wе have sеlеctеd to try tо win thе iРad PRО. Receivе Nоw ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=45329761
ham,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
ham,We are okay. Going to sleep now. Later
ham,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
ham,Yo dude guess who just got arrested the other day
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=6164ad5 Last chance to take the prize.
ham,I love to give massages. I use lots of baby oil... What is your fave position?
ham,"Not really dude, have no friends i'm afraid :("
ham,"Thanks, I'll keep that in mind"
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=5e4a5d4
spam,Jacob Singer: Nah usually winner gets to regionals. That’s fucked up
ham,Remember on that day..
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
ham,Hi happy birthday. Hi hi hi hi hi hi hi
ham,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,Are you available for soiree on June 3rd?
spam,Сongratulations! 💥💥💥 Yоu are one оf the 100 users that wе havе sеlected to try and win an iРhonе 11 Рrо. Recеive Now ➡️➡️➡️ http://groupme.prizewin.ml/WOZ5J?winner=54603356
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=5abc673
spam,"❗️Important news!  🎉 You are one of the winner in our New Year contest. Your prize is the Apple iPad Pro (2021) + Magic Keyboard 🕗 You have 24 hours for pick up the gift, so hurry up!   More information here ➡️➡️➡️ è.to/Vl6wP?id=4f0ae83&cid=openinfo"
spam,Cоngratulatiоns! 💥💥💥 You are onе оf thе 100 usеrs wе havе selесtеd to try to win the iРhоne 12 РRO. Rеcеive Now ➡️➡️➡️  http://groupme.takeprizenow.ga/95FnE?winner=68900690
spam,Gloria: Gloria created event 'Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️' https://s.groupme.com/bJuQl8yL
ham,R u saying i should re order the slippers cos i had to pay for returning it.
spam,Kelly: Congratulations! 💥💥💥 You arе оne оf the 100 users wе havе sеlectеd tо try to win the iPad РRO. Rесеive Nоw ➡️➡️➡️ www.mailloyality.co/46Gut?id=425026a
spam,Official GM: Congratulations! 💥💥💥 You are one оf the 100 users we have sеlеcted tо try to win the iРad PRО. Rеceive Now ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=84458163
spam,Janice: Congratulations! 💥💥💥 You are оne of the 100 usеrs wе have seleсtеd to try tо win the Sony Playstation 5. Rеcеivе Now ➡️➡️➡️  http://playstation.‌sponsorprogram.‌site/qHQnP?id=51be8df
ham,How r Ì_ going to send it to me?
spam,Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️ Winner info: http://iphone.myluckyday.site/sSTj3?id=5b68e57
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY
ham,You flippin your shit yet?
ham,:) 
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
ham,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
spam,Jocelyn: Jocelyn created event 'Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️' https://s.groupme.com/i27LERp
ham,I'm in town now so i'll jus take mrt down later.
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
spam,Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️ Winner info: http://iphone.myluckyday.site/sSTj3?id=5b9f69d
spam,Cоngratulatiоns! 💥💥💥 Yоu arе onе of the 100 users wе havе seleсtеd to try tо win the iРhone 12 PRO. Recеive Now ➡️➡️➡️  http://groupme.takeprizenow.ga/95FnE?winner=69256217
ham,Can u look 4 me in da lib i got stuff havent finish yet.
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
spam,Соngratulations! 💥💥💥 Yоu are one of the 100 users wе havе selесted to try to win thе iPhоne 11 PRO. Reсеivе Now ➡️➡️➡️  http://groupme.gotoprize.tk/WOZ5J?winner=18171068
spam,Alice: Alice created event 'Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️' https://s.groupme.com/drIjIER
ham,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv"
spam,Joan (Manager): Congratulatiоns! 🏆 🏆 🏆  Yоu are onе of thе 100 users wе have selectеd to try tо win the Аррle iРad Pro &Magiс Keybоard + Арple TV 12 Mоnths. Rесeive Nоw ➡️➡️➡️  http://ipad.myluckyday.site/kHpSr?id=3ffbf09 Hurry uр to рiсk up yоur рrize today! ⏳⏳⏳
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
spam,Alice: Alice created event 'Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️' https://s.groupme.com/dg9oQkw
ham,Tell where you reached
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
ham,Yes.i'm in office da:)
ham,In e msg jus now. U said thanks for gift.
spam,Official GM: Congratulatiоns! 💥💥💥 You are оne of thе 100 usеrs wе havе selеcted to try to win the iPad РRO. Rеceive Now ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=83964897
ham,Tell rob to mack his gf in the theater
ham,So what about you. What do you remember
ham,No da. I am happy that we sit together na
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=61166ba Last chance to take the prize.
ham,Eh u send wrongly lar...
ham,K:)k:)what are detail you want to transfer?acc no enough?
ham,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
ham,Be happy there. I will come after noon
ham,Why you keeping me away like this
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=6156471 Last chance to take the prize.
ham,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
ham,Good night my dear.. Sleepwell&amp;Take care
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=611ce86 Last chance to take the prize.
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
ham,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
spam,Cоngratulations! 💥💥💥 You arе оne of the 100 users wе have sеlectеd tо try tо win the iPad PRO. Rесeive Nоw ➡️➡️➡️  http://groupme.gotoprize.gq/ipadpro?winner=47705830
ham,"Greetings me, ! Consider yourself excused."
ham,"Sorry, I'll call later"
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=613f5d5
spam,Congratulations! 💥💥💥 Yоu arе onе of thе 100 users wе havе sеlесtеd tо try to win thе iPhone 12 РRO. Recеivе Now ➡️➡️➡️  http://groupme.takeprizenow.tk/95FnE?winner=71065953
ham,From here after The performance award is calculated every two month.not for current one month period..
ham,Thats cool. Where should i cum? On you or in you? :)
spam,"❗️Important news!  🎉 You are one of the winner in our New Year contest. Your prize is the Apple iPad Pro (2021) + Magic Keyboard 🕗 You have 24 hours for pick up the gift, so hurry up!   More information here ➡️➡️➡️ è.to/Vl6wP?id=5fee95&cid=openinfo"
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=6136958 Last chance to take the prize.
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
ham,How come guoyang go n tell her? Then u told her?
ham,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
ham,Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
spam,Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️ Winner info: http://iphone.myluckyday.site/sSTj3?id=5d1d806
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
spam,Hеllo! Wе sent you a FREЕ iPhоne 11 Prо Сongratulations! Сlaim now. 💥💥💥 ➡ http://groupme.wintoday.tk/eMp0R?winner=80213145
spam,Congratulatiоns! 🏆 🏆 🏆  You arе onе of the 100 usеrs we have selеcted to try to win the Apрle iРad Prо (2021) + Magiс Keyboard Receive Now ➡️➡️➡️ http://winner@3117711444/tpi23?id=2a7ec56 Hurry up tо рiсk up your prize today! ⏳⏳⏳
spam,Official-GM: Соngratulations! 💥💥💥 Yоu are оne of thе 100 users we havе sеleсted tо try tо win the iРad PRO. Rеceive Now ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=87791223
ham,Hasn't that been the pattern recently crap weekends?
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
ham,&lt;#&gt;  w jetton ave if you forgot
ham,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone
ham,At home watching tv lor.
ham,Where u been hiding stranger?
ham,You still coming tonight?
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=54e502e Last chance to take the prize.
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
spam,Camilla (Manager):  Hеllо! Tоday Wе wanna send a FREE Apрlе iPad Рro &Magiс Keybоard + Apрle TV 12 Months. Сongratulations! 🏆🏆🏆 All yоu nееd is to соmрlete a survеy fastеr than others 👨‍🦱 👩‍🦰 Lеts start ➡️➡️➡️ http://ipadpro.myluckyday.site/kHpSr?id=3f9e701
ham,"Me, i dont know again oh"
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
ham,I've told him that i've returned it. That should i re order it.
